Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
4882,1990,66,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,2093,33,528,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,1940,33,528,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,1999,66,730,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,2334,66,730,8,17,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4887,2543,66,720,16,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,2790,66,720,16,17,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,1818,66,425,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,1599,66,340,8,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891,3240,50,1000,24,17,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4892,2004,33,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,2140,33,1000,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,1739,33,212,4,17,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,1840,33,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,1199,33,210,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,2094,33,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,1548,33,424,4,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,1504,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,3149,100,728,8,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901,1839,33,424,4,17,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902,2940,50,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,1845,50,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,1899,66,420,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4905,1445,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4906,2108,50,1000,8,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,1540,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4908,2644,66,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909,1499,50,545,4,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,1999,100,420,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,1845,33,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,2994,33,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4913,1389,33,212,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,1799,66,545,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,2118,66,730,8,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4916,1640,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4917,1973,33,528,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4918,1399,33,210,4,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919,1895,66,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,1499,33,340,4,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921,1759,66,425,8,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,1745,33,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4923,1788,66,425,4,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,2190,66,1000,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,2058,50,1000,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,2409,66,1000,8,17,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,1758,50,425,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,1918,66,540,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4929,1345,66,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,2740,50,720,16,17,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,2143,66,528,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,3240,33,1000,24,17,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,1968,66,540,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,1595,66,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4935,2493,50,720,16,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936,2395,66,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,1694,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,2059,66,1000,8,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4939,2345,33,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4940,2539,100,270,4,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,3290,66,1000,24,17,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,1779,50,270,4,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943,1589,66,425,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,1848,66,270,4,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,2093,50,528,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,1690,66,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,1858,50,540,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,2895,66,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,2140,50,1000,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,1640,33,214,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,1929,66,212,4,17,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,1904,33,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,1844,66,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954,1895,66,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,1819,33,270,4,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,1638,66,212,4,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,2199,66,528,8,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,1640,50,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959,2393,33,720,16,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,1395,33,340,8,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,2054,66,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,3144,66,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963,2594,50,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,2249,66,270,8,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,1679,66,425,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966,2345,66,528,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,1349,33,270,4,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,1199,33,428,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,2040,33,1000,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,2804,33,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,1545,50,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,1579,66,212,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4973,1609,50,425,8,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,2893,33,1000,24,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,1295,50,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,2009,66,270,4,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,2845,50,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,1495,33,340,8,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979,2840,33,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,1940,50,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981,1418,33,340,4,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,1794,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4983,1499,33,428,4,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,2954,66,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,1909,50,1000,8,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4986,2904,33,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987,2209,66,540,8,17,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4988,2594,33,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,1908,50,540,8,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,2198,100,420,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991,2004,50,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,2898,100,730,16,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993,3140,33,1000,24,17,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4994,1699,66,420,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4995,1640,50,214,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,1498,33,212,4,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4997,1898,66,420,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4998,2029,66,425,4,17,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,2168,66,1000,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,2118,66,1000,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,2194,50,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5002,1495,50,340,8,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,1738,66,425,4,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004,2640,33,720,16,17,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,1448,33,212,4,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,1489,33,424,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5007,2404,50,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,1540,33,214,4,15,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,3094,50,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,1794,50,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,2408,100,270,4,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,2454,66,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,1969,66,1000,8,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,2904,50,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,1545,66,340,8,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,1718,66,340,4,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,1604,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,2993,33,1000,24,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,2194,33,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,2345,50,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,2699,100,730,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,1940,50,528,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,2440,50,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,1604,50,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,1808,50,425,8,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,1574,50,270,4,14,no,no,no,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,2990,66,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,1599,66,340,4,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,1598,33,424,4,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,2493,33,720,16,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,1654,66,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,2795,100,528,16,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,1399,33,424,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,1295,33,214,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,2244,66,528,8,14,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,2404,33,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,2993,50,1000,24,15,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,1489,66,212,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,1688,66,212,4,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,1199,33,340,4,14,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,2845,33,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,2745,33,1000,24,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,1990,66,528,8,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,2109,66,425,8,17,no,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,2740,33,720,16,17,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,1899,66,730,8,14,yes,yes,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,2490,66,720,16,15,yes,no,yes,191,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,1590,33,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,1195,33,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,1989,66,540,8,15,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,2404,66,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,3140,66,1000,24,15,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,1854,33,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,1490,33,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,1890,50,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,1858,66,545,4,17,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,1890,33,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,1940,66,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,2944,33,1000,24,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,2423,50,720,16,15,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,1399,66,428,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,2354,50,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,1854,50,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,2295,50,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,2248,66,1000,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,1799,66,425,8,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,2804,66,1000,24,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,1545,66,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,1644,33,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,1744,33,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,2590,33,720,16,17,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,1454,33,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,1779,33,424,4,17,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,2040,50,1000,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,2740,66,720,16,17,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,2335,33,212,8,17,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,2058,66,545,8,17,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,1568,33,428,4,15,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,2345,66,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,1899,66,730,8,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,1794,66,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,2745,66,1000,24,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083,1499,33,428,4,14,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,2254,33,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,2095,66,528,8,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,1823,33,528,8,14,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,2339,66,540,8,17,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,1889,66,425,8,15,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,2944,50,1000,24,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,1999,66,730,8,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091,1345,66,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,1890,50,528,8,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,2754,50,1000,24,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,2699,100,730,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,2098,66,540,8,14,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,2195,33,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,1599,66,340,8,15,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,2258,66,730,8,17,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,2295,33,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,1999,100,420,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,2323,33,720,16,15,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,1754,33,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,2390,33,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,1923,50,528,8,14,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,1295,33,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,1973,66,528,8,14,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,1368,50,428,4,15,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,2790,33,1000,24,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,2390,50,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,1339,33,424,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,1495,33,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,2044,33,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,1890,33,528,8,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,1899,66,540,8,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,1944,33,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,1640,66,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,1989,66,425,8,15,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,2840,66,1000,24,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,2094,66,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,1490,33,214,4,15,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,1199,33,210,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,1795,33,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,2690,33,720,16,17,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,2259,66,730,8,17,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,1828,33,428,4,17,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,2994,66,1000,24,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,2099,66,1000,8,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,2399,66,730,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,1628,50,428,4,17,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,1604,66,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,1640,66,214,4,15,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,1398,50,340,4,14,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,2440,66,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,1590,50,214,4,14,no,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,1845,66,528,8,14,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,2258,66,730,8,17,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137,1985,33,212,8,15,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,2354,33,720,16,15,yes,no,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,1998,66,425,8,14,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,2199,66,540,8,15,yes,yes,yes,182,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
